,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
2380,NGHC,National General Holdings Corp,33.97,3852628603.72,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghc,
1985,JAMF,Jamf Holding Corp.,33.07,3850944751.88,,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/jamf,
2405,NEO,"NeoGenomics, Inc.",34.86,3849611761.8,,,Health Care,Precision Instruments,https://old.nasdaq.com/symbol/neo,
4319,CRI,"Carter&#39;s, Inc.",88.22,3849486845.82,,2003.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cri,
2081,LSCC,Lattice Semiconductor Corporation,28.44,3848194984.68,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/lscc,
5661,NFG,National Fuel Gas Company,42.27,3844637077.44,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg,
1491,LOPE,"Grand Canyon Education, Inc.",81.3,3844000258.8,,2008.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lope,
1554,HALO,"Halozyme Therapeutics, Inc.",28.03,3840857560.1,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/halo,
6511,TX,Ternium S.A.,19.56,3839778162.12,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx,
397,BLDP,"Ballard Power Systems, Inc.",15.71,3837786945.3,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bldp,
5567,MTH,Meritage Corporation,101.76,3826533889.92,,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth,
5501,MSGS,Madison Square Garden Sports Corp.,159.24,3821511267.12,,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs,
6512,TRNO,Terreno Realty Corporation,55.91,3819922883.83,,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/trno,
501,BOKF,BOK Financial Corporation,54.33,3819762467.7,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bokf,
6056,PRLB,"Proto Labs, Inc.",143.0,3819037508.0,,2012.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/prlb,
3731,AAN,"Aaron&#39;s,  Inc.",56.75,3810226723.25,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aan,
4613,DVN,Devon Energy Corporation,9.95,3808860000.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn,
6859,WWE,"World Wrestling Entertainment, Inc.",40.73,3803205294.6,,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/wwe,
5178,HIW,"Highwoods Properties, Inc.",36.6,3802602310.8,,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw,
3258,TENB,"Tenable Holdings, Inc.",37.53,3800427261.48,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tenb,
5972,DOC,Physicians Realty Trust,18.22,3792386704.52,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/doc,
6682,UNM,Unum Group,18.61,3788195286.14,,,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unm,
887,CYBR,CyberArk Software Ltd.,97.675,3783086076.375,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cybr,
5362,KBH,KB Home,38.61,3777772670.1,,1986.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh,
3784,AGI,Alamos Gold Inc.,9.65,3777308831.55,,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi,
5723,NEP,"NextEra Energy Partners, LP",57.54,3770559604.56,,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nep,
552,BLDR,"Builders FirstSource, Inc.",32.28,3767807626.2,,2005.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bldr,
4928,FLS,Flowserve Corporation,28.93,3765520699.6,,,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/fls,
6362,SRC,"Spirit Realty Capital, Inc.",36.5,3761073332.5,,2013.0,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src,
4940,FL,"Foot Locker, Inc.",35.95,3752865976.75,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/fl,
4112,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,62.85,3751296336.45,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn,
3154,STMP,Stamps.com Inc.,212.96,3742918090.56,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/stmp,
3119,SSB,South State Corporation,52.71,3738306421.08,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ssb,
1888,IRDM,Iridium Communications Inc,28.19,3735930069.15,,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/irdm,
6310,SLG,SL Green Realty Corp,50.97,3733583642.67,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg,
6459,TRGP,"Targa Resources, Inc.",16.0,3731187040.0,,2010.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp,
6127,RYN,Rayonier Inc.,27.3,3726780657.6,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn,
4806,EQT,EQT Corporation,14.58,3726694014.48,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt,
6435,SWCH,"Switch, Inc.",15.48,3724511947.56,,2017.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch,
3779,AL,Air Lease Corporation,32.61,3710330124.66,,2011.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al,
4698,EXP,Eagle Materials Inc,88.77,3706740838.68,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp,
2852,RXT,"Rackspace Technology, Inc.",18.61,3705844826.49,,2020.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rxt,
492,BLUE,"bluebird bio, Inc.",55.92,3703188202.8,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/blue,
6175,RXN,Rexnord Corporation,30.63,3695759042.61,,2012.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn,
5519,MRO,Marathon Oil Corporation,4.68,3694575554.28,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro,
2836,QLYS,"Qualys, Inc.",93.87,3684069612.09,,2012.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qlys,
2491,NOVT,Novanta Inc.,104.71,3681128844.86,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/novt,
5320,JBGS,JBG SMITH Properties,27.5,3679214385.0,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs,
3766,AER,Aercap Holdings N.V.,28.37,3678816853.71,,2006.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer,
4812,EQC,Equity Commonwealth,30.23,3673598693.52,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc,
5401,KSS,Kohl&#39;s Corporation,23.26,3669848011.9,,1992.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss,
5315,JHG,Janus Henderson Group plc,19.95,3667864457.25,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg,
4369,CC,Chemours Company (The),22.33,3667485005.8,,2015.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc,
7,ONEM,"1Life Healthcare, Inc.",29.05,3667061852.3,,2020.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/onem,
1527,GO,Grocery Outlet Holding Corp.,39.98,3662204541.72,,2019.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/go,
5874,OGS,"ONE Gas, Inc.",68.95,3648870612.45,,2014.0,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ogs,
2402,NKTR,Nektar Therapeutics,20.34,3638821098.06,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktr,
5141,HE,"Hawaiian Electric Industries, Inc.",33.25,3630272373.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he,
400,BAND,Bandwidth Inc.,150.06,3626816196.42,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/band,
5215,HPP,"Hudson Pacific Properties, Inc.",23.64,3625406003.52,,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp,
3966,ASGN,ASGN Incorporated,69.05,3625125000.0,,1992.0,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn,
6395,SF,Stifel Financial Corporation,52.86,3623981536.02,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf,
680,CCXI,"ChemoCentryx, Inc.",52.57,3621678357.01,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ccxi,
6270,SLQT,"SelectQuote, Inc.",22.27,3620355398.25,,2020.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/slqt,
2891,RLAY,"Relay Therapeutics, Inc.",40.18,3615190517.68,,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rlay,
6728,SPCE,"Virgin Galactic Holdings, Inc.",17.18,3614738246.08,,2017.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce,
6537,THG,"The Hanover Insurance Group, Inc.",95.79,3613128490.14,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg,
5424,LAZ,Lazard Ltd.,34.41,3612409320.21,,2005.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz,
5189,HFC,HollyFrontier Corporation,22.27,3608083314.32,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc,
5638,MSM,"MSC Industrial Direct Company, Inc.",64.89,3606606964.8,,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm,
217,FOLD,"Amicus Therapeutics, Inc.",13.92,3602325382.56,,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold,
3292,HAIN,"The Hain Celestial Group, Inc.",35.23,3589454877.45,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/hain,
3778,ADC,Agree Realty Corporation,66.54,3583247669.28,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc,
1359,FTDR,"frontdoor, inc.",41.93,3582000736.16,,,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/ftdr,
3933,ARD,Ardagh Group S.A.,15.15,3580854000.0,,2017.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ard,
5480,LPX,Louisiana-Pacific Corporation,31.84,3575844850.4,,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx,
2983,SDGR,"Schrodinger, Inc.",51.68,3569063229.28,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sdgr,
6288,FOUR,"Shift4 Payments, Inc.",44.57,3567284968.85,,2020.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/four,
5922,PSN,Parsons Corporation,35.4,3565653778.2,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/psn,
6515,TPL,Texas Pacific Land Trust,459.42,3563333189.52,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl,
728,CRUS,"Cirrus Logic, Inc.",60.95,3559044085.6,,1989.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/crus,
472,BNTX,BioNTech SE,66.78,3546227889.54,53103143.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bntx,
3391,TPTX,"Turning Point Therapeutics, Inc.",84.01,3542608364.89,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tptx,
3014,SMTC,Semtech Corporation,54.1,3525273342.9,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/smtc,
1992,JBLU,JetBlue Airways Corporation,12.91,3517017968.79,,2002.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/jblu,
6659,UNF,Unifirst Corporation,186.04,3514578380.8,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/unf,
3502,VRNS,"Varonis Systems, Inc.",110.98,3501299807.48,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/vrns,
3536,VICR,Vicor Corporation,81.08,3491618012.04,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vicr,
5109,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",116.06,3481800000.0,,,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr,
6834,WES,"Western Midstream Partners, LP",7.83,3476461267.17,,2012.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/wes,
4117,BKH,Black Hills Corporation,55.36,3473581745.6,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh,
4223,BAK,Braskem S.A.,8.73,3473420639.4,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bak,
2876,RETA,"Reata Pharmaceuticals, Inc.",103.36,3473344479.04,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reta,
6812,WAL,Western Alliance Bancorporation,34.43,3471788575.64,,2005.0,Finance,Major Banks,https://old.nasdaq.com/symbol/wal,
6785,WTS,"Watts Water Technologies, Inc.",102.97,3467616072.48,,1986.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/wts,
5363,KBR,"KBR, Inc.",24.35,3466397917.4,,2006.0,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr,
5009,GTES,Gates Industrial Corporation plc,11.91,3462910177.02,,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/gtes,
4303,BXMT,"Capital Trust, Inc.",23.65,3457565908.5,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt,
6350,SWX,"Southwest Gas Holdings, Inc.",61.75,3452721363.0,,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx,
6377,STN,Stantec Inc,30.89,3452570573.83,,,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn,
5134,HMY,Harmony Gold Mining Company Limited,5.77,3441818992.25,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy,
4499,ELP,Companhia Paranaense de Energia (COPEL),12.54,3431646240.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp,
4292,CNNE,"Cannae Holdings, Inc.",37.41,3428860125.45,,2017.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cnne,
5471,RAMP,"LiveRamp Holdings, Inc.",51.92,3420360578.8,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp,
1979,JCOM,"j2 Global, Inc.",71.82,3419095239.0,,1999.0,Technology,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcom,
1555,HLNE,Hamilton Lane Incorporated,64.81,3418412782.64,,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/hlne,
3410,UFPI,"UFP Industries, Inc.",55.81,3413851991.61,,1993.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi,
6227,SAIL,"SailPoint Technologies Holdings, Inc.",37.64,3413239238.8,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail,
2963,SAIA,"Saia, Inc.",130.33,3407977144.23,,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/saia,
1054,ESGR,Enstar Group Limited,153.74,3404753559.46,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgr,
5704,NRZ,New Residential Investment Corp.,8.18,3400790157.24,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nrz,
4495,CIG,Comp En De Mn Cemig ADS,2.15,3398368760.95,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig,
1728,NARI,"Inari Medical, Inc.",69.96,3394666141.68,,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nari,
1172,FCNCA,"First Citizens BancShares, Inc.",345.52,3391764255.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/fcnca,
6066,PSB,"PS Business Parks, Inc.",123.24,3386942560.56,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb,
5703,NEWR,"New Relic, Inc.",56.07,3377880687.51,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/newr,
546,BRKS,"Brooks Automation, Inc.",45.65,3367155229.9,,1995.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/brks,
1759,INSM,"Insmed, Inc.",33.18,3367138916.4,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/insm,
5201,HHC,Howard Hughes Corporation (The),61.19,3362932888.16,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc,
2376,FIZZ,National Beverage Corp.,71.94,3354715288.32,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fizz,
1432,GBT,"Global Blood Therapeutics, Inc.",54.67,3354593623.92,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gbt,
6326,SOGO,Sogou Inc.,8.63,3340349866.91,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo,
4444,CLDR,"Cloudera, Inc.",10.77,3330597018.18,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cldr,
4224,BRFS,BRF S.A.,4.12,3326583200.84,,,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/brfs,
6472,FTI,TechnipFMC plc,7.4,3325620924.2,,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti,
2778,PRNB,Principia Biopharma Inc.,100.05,3325283410.8,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prnb,
5248,INSP,"Inspire Medical Systems, Inc.",124.01,3323476804.71,,1998.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp,
6104,KWR,Quaker Chemical Corporation,186.69,3323008444.14,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kwr,
3530,VERX,"Vertex, Inc.",22.6,3317151679.8,,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/verx,
7129,SEB,Seaboard Corporation,2855.0,3314024045.0,,1996.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/seb,
5771,NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.52,3311510827.36,,2002.0,,,https://old.nasdaq.com/symbol/nvg,
6739,VVNT,"Vivint Smart Home, Inc.",17.82,3310445492.64,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/vvnt,
5531,MTZ,"MasTec, Inc.",44.79,3306316282.2,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz,
5171,HXL,Hexcel Corporation,39.46,3295138236.64,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl,
6442,SNV,Synovus Financial Corp.,22.34,3290971012.58,,,Finance,Major Banks,https://old.nasdaq.com/symbol/snv,
2547,OMCL,"Omnicell, Inc.",76.84,3285917756.6,,2001.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/omcl,
6854,WNS,WNS (Holdings) Limited,65.69,3271973770.97,,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/wns,
4304,CPRI,Capri Holdings Limited,21.65,3254962819.95,,2011.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cpri,
5456,LSPD,Lightspeed POS Inc.,30.61,3254337076.01,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lspd,
2303,TIGO,Millicom International Cellular S.A.,32.1,3247752777.9,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tigo,
2868,ROLL,RBC Bearings Incorporated,129.08,3236240966.28,,2005.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/roll,
3956,AWI,Armstrong World Industries Inc,67.58,3234336292.18,,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi,
2956,SBRA,"Sabra Health Care REIT, Inc.",15.71,3229358282.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sbra,
5839,NVT,nVent Electric plc,18.97,3223564246.42,,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/nvt,
4763,DAVA,Endava plc,58.65,3223025707.5,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/dava,
6466,TMHC,Taylor Morrison Home Corporation,24.84,3221619080.4,,2013.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc,
5591,MTG,MGIC Investment Corporation,9.51,3219833918.43,,1991.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg,
4433,CLH,"Clean Harbors, Inc.",57.86,3219223821.88,,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh,
1419,GBCI,"Glacier Bancorp, Inc.",33.74,3219101718.14,,,Finance,Major Banks,https://old.nasdaq.com/symbol/gbci,
2817,PTCT,"PTC Therapeutics, Inc.",47.5,3215902665.0,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptct,
2745,POWI,"Power Integrations, Inc.",53.79,3215260672.8,,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/powi,
1138,FATE,"Fate Therapeutics, Inc.",36.91,3205413110.39,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/fate,
3768,AMG,"Affiliated Managers Group, Inc.",68.69,3197731271.27,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg,
6019,PNM,"PNM Resources, Inc. (Holding Co.)",40.09,3193313786.16,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnm,
6676,UNVR,Univar Solutions Inc.,18.85,3186812649.15,,2015.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/unvr,
3752,ADCT,ADC Therapeutics SA,45.04,3185041974.08,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adct,
5958,PRSP,Perspecta Inc.,19.81,3184617544.99,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/prsp,
5328,JBT,John Bean Technologies Corporation,100.3,3182363635.3,,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt,
3275,TGTX,"TG Therapeutics, Inc.",25.04,3171296093.2,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tgtx,
4549,CR,Crane Co.,54.62,3169352864.62,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr,
6486,TEO,Telecom Argentina Stet - France Telecom S.A.,7.35,3165921374.7,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo,
4286,GOOS,Canada Goose Holdings Inc.,28.73,3164434907.79,,2017.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/goos,
6021,POR,Portland General Electric Company,35.35,3164127065.75,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/por,
2157,LPSN,"LivePerson, Inc.",47.77,3161140196.44,,2000.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,
2736,BPOP,"Popular, Inc.",37.52,3159836735.44,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bpop,
4675,DNP,"Duff & Phelps Utilities Income, Inc.",10.39,3155887972.53,,1987.0,,,https://old.nasdaq.com/symbol/dnp,
3767,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",39.99,3144064907.22,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd,
1722,IMVT,"Immunovant, Inc. ",38.43,3144024668.61,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imvt,
3011,SIGI,"Selective Insurance Group, Inc.",52.56,3143723923.44,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sigi,
3213,SVMK,SVMK Inc.,22.38,3139420610.52,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/svmk,
6504,THC,Tenet Healthcare Corporation,29.78,3138491031.16,,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc,
14,JOBS,"51job, Inc.",79.42,3132549638.02,39442831.0,2004.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/jobs,
1348,FOXF,Fox Factory Holding Corp.,75.59,3132274306.79,,2013.0,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/foxf,
2962,SAGE,"Sage Therapeutics, Inc.",60.1,3123653566.9,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sage,
3427,UBSI,"United Bankshares, Inc.",24.06,3121915501.44,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi,
3520,VRNT,Verint Systems Inc.,47.68,3118280248.64,,2002.0,Technology,EDP Services,https://old.nasdaq.com/symbol/vrnt,
6768,GRA,W.R. Grace & Co.,47.07,3115498390.47,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/gra,
46,ACIW,"ACI Worldwide, Inc.",26.61,3097110172.38,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw,
4212,BYD,Boyd Gaming Corporation,27.8,3096555291.8,,1993.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/byd,
2862,RPD,"Rapid7, Inc.",60.66,3094030875.24,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rpd,
6878,DAO,"Youdao, Inc.",27.68,3093731486.08,,2019.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dao,
7001,EQX,Equinox Gold Corp.,12.83,3092691476.31,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/eqx,
2390,EYE,"National Vision Holdings, Inc.",38.45,3092283305.85,,2017.0,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/eye,
3080,SLM,SLM Corporation,8.22,3084438169.14,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slm,
2608,OSTK,"Overstock.com, Inc.",72.13,3083412158.05,,2002.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/ostk,
4492,CBU,"Community Bank System, Inc.",57.58,3082234771.06,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu,
396,BCPC,Balchem Corporation,95.27,3081834545.02,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bcpc,
4261,BVN,Buenaventura Mining Company Inc.,12.13,3080860696.71,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bvn,
5823,NAD,Nuveen Quality Municipal Income Fund,14.54,3077377085.22,,1999.0,,,https://old.nasdaq.com/symbol/nad,
3959,APAM,Artisan Partners Asset Management Inc.,39.16,3077000916.0,,2013.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam,
5149,HL,Hecla Mining Company,5.77,3051036948.77,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl,
